"id","port_number","transport_protocol","service_name","description","registration_date","modification_date","reference","assignment_notes","traffic"
"9981",8990,"udp","http-wmap","webmail HTTP service",2007-12-03,,,,2.57997046771439e-07
"9982",8991,"tcp","https-wmap","webmail HTTPS service",2007-12-03,,,,1.58437598918721e-06
"9983",8991,"udp","https-wmap","webmail HTTPS service",2007-12-03,,,,6.8647156228476e-09
"9984",8997,"tcp","oracle-ms-ens","Oracle Messaging Server Event Notification Service",2014-10-28,,,,6.87358866297952e-07
"9985",8998,"tcp","canto-roboflow","Canto RoboFlow Control",2014-02-26,,,,1.30005157877765e-06
"9986",8999,"tcp","bctp","Brodos Crypto Trade Protocol",,,,,7.27699693424486e-05
"9987",8999,"udp","bctp","Brodos Crypto Trade Protocol",,,,,0.000138907001867465
"9988",9000,"tcp","cslistener","CSlistener",,,,,4.98188573160152e-06
"9989",9000,"udp","cslistener","CSlistener",,,,,1.05643666667088e-05
"9990",9001,"tcp","etlservicemgr","ETL Service Manager",,,,,1.87686708384659e-05
"9991",9001,"udp","etlservicemgr","ETL Service Manager",,,,,1.37659417715607e-08
"9992",9002,"tcp","dynamid","DynamID authentication",,,,,2.21676490244071e-06
"9993",9002,"udp","dynamid","DynamID authentication",,,,,1.25058423678222e-06
"9994",9005,"tcp","golem","Golem Inter-System RPC",2015-03-09,,,,1.43947250657322e-06
"9995",9007,"udp","ogs-client","Open Grid Services Client",2008-08-22,,,,4.49423289283343e-09
"9996",9008,"tcp","ogs-server","Open Grid Services Server",2008-08-22,,,,1.71126316452821e-06
"9997",9009,"tcp","pichat","Pichat Server",,,,,2.94725939967165e-06
"9998",9009,"udp","pichat","Pichat Server",,,,,6.61724629616188e-09
"9999",9010,"tcp","sdr","Secure Data Replicator Protocol",2008-06-27,,,,2.53284577531266e-06
"10000",9011,"udp","d-star","D-Star Routing digital voice+data for amateur radio",2018-03-16,,,,1.55859096239637e-07
"10001",9020,"tcp","tambora","TAMBORA",,,,,2.72198601684946e-06
"10002",9020,"udp","tambora","TAMBORA",,,,,1.9714357802133e-07
"10003",9021,"tcp","panagolin-ident","Pangolin Identification",,,,,2.20856092178824e-06
"10004",9021,"udp","panagolin-ident","Pangolin Identification",,,,,1.0482695894827e-08
"10005",9022,"tcp","paragent","PrivateArk Remote Agent",,,,,4.38088850300036e-06
"10006",9022,"udp","paragent","PrivateArk Remote Agent",,,,,2.96783340844747e-07
"10007",9023,"tcp","swa-1","Secure Web Access - 1",,,,,3.2508580113912e-06
"10008",9023,"udp","swa-1","Secure Web Access - 1",,,,,1.3714041158557e-08
"10009",9024,"tcp","swa-2","Secure Web Access - 2",,,,,1.87057201428946e-06
"10010",9024,"udp","swa-2","Secure Web Access - 2",,,,,1.44912839459523e-06
"10011",9025,"tcp","swa-3","Secure Web Access - 3",,,,,2.55118126316944e-06
"10012",9025,"udp","swa-3","Secure Web Access - 3",,,,,2.53984736447645e-08
"10013",9026,"tcp","swa-4","Secure Web Access - 4",,,,,2.39180102959975e-06
"10014",9026,"udp","swa-4","Secure Web Access - 4",,,,,2.17626883517616e-07
"10015",9050,"tcp","versiera","Versiera Agent Listener",2010-01-15,,,,0.000101860639744035
"10016",9051,"tcp","fio-cmgmt","Fusion-io Central Manager Service",2010-01-15,,,,6.70124506431006e-07
"10017",9060,"tcp","CardWeb-IO","CardWeb request-response I/O exchange",2016-10-07,,,,5.13991335660854e-07
"10018",9060,"udp","CardWeb-RT","CardWeb realtime device data",2016-10-07,,,,7.53231140698219e-07
"10019",9080,"tcp","glrpc","Groove GLRPC",,,,,2.03206560152693e-06
"10020",9080,"udp","glrpc","Groove GLRPC",,,,,9.0824648359676e-07
"10021",9081,"udp","cisco-aqos","Required for Adaptive Quality of Service",2017-10-27,,,,1.26908459504058e-08
"10022",9083,"tcp","emc-pp-mgmtsvc","EMC PowerPath Mgmt Service",2010-06-04,,,,8.99522596330391e-07
"10023",9084,"tcp","aurora","IBM AURORA Performance Visualizer",2008-08-21,,,,2.62338754077281e-06
"10024",9084,"udp","aurora","IBM AURORA Performance Visualizer",2008-08-21,,,,1.02464416848313e-08
"10025",9085,"tcp","ibm-rsyscon","IBM Remote System Console",2008-06-18,,,,7.84292920823116e-07
"10026",9085,"udp","ibm-rsyscon","IBM Remote System Console",2008-06-18,,,,9.33842654371527e-09
"10027",9086,"tcp","net2display","Vesa Net2Display",2008-01-07,,,,1.2278602819506e-06
"10028",9086,"udp","net2display","Vesa Net2Display",2008-01-07,,,,1.11947379231661e-06
"10029",9087,"tcp","classic","Classic Data Server",,,,,1.06044052881918e-06
"10030",9087,"udp","classic","Classic Data Server",,,,,1.25984235654145e-08
"10031",9088,"tcp","sqlexec","IBM Informix SQL Interface",,,,,1.39951893988026e-06
"10032",9088,"udp","sqlexec","IBM Informix SQL Interface",,,,,1.6594009448774e-07
"10033",9089,"tcp","sqlexec-ssl","IBM Informix SQL Interface - Encrypted",,,,,5.93432755186527e-07
"10034",9089,"udp","sqlexec-ssl","IBM Informix SQL Interface - Encrypted",,,,,9.9364787809078e-08
"10035",9090,"tcp","websm","WebSM",,,,,2.46380690862167e-06
"10036",9090,"udp","websm","WebSM",,,,,9.95004497899528e-07
"10037",9091,"tcp","xmltec-xmlmail","xmltec-xmlmail",,,,,4.5091694635733e-07
"10038",9091,"udp","xmltec-xmlmail","xmltec-xmlmail",,,,,2.81279710883451e-07
"10039",9092,"tcp","XmlIpcRegSvc","Xml-Ipc Server Reg",,,,,2.35721991311246e-06
"10040",9092,"udp","XmlIpcRegSvc","Xml-Ipc Server Reg",,,,,3.11052161899745e-07
"10041",9093,"tcp","copycat","Copycat database replication service",2012-03-15,,,,6.39321328887322e-06
"10042",9100,"tcp","hp-pdl-datastr","PDL Data Streaming Port",,,,,9.77949538968553e-06
"10043",9100,"udp","hp-pdl-datastr","PDL Data Streaming Port",,,,,5.71513505443006e-07
"10044",9101,"tcp","bacula-dir","Bacula Director",,,,,5.4655143900319e-07
"10045",9101,"udp","bacula-dir","Bacula Director",,,,,6.65961979033285e-07
"10046",9102,"tcp","bacula-fd","Bacula File Daemon",,,,,1.24070625670486e-06
"10047",9102,"udp","bacula-fd","Bacula File Daemon",,,,,2.98550171965438e-07
"10048",9103,"tcp","bacula-sd","Bacula Storage Daemon",,,,,2.1278741331369e-06
"10049",9103,"udp","bacula-sd","Bacula Storage Daemon",,,,,8.33338238796107e-06
"10050",9104,"tcp","peerwire","PeerWire",,,,,1.07021699981115e-06
"10051",9104,"udp","peerwire","PeerWire",,,,,1.65092248038357e-07
"10052",9105,"tcp","xadmin","Xadmin Control Service",,,"[Ari<U+221A><U+00B4>n Huisken <xadmin&huisken-systems.nl> 15 June 2009]",,3.64351963041104e-06
"10053",9105,"udp","xadmin","Xadmin Control Service",,,"[Ari<U+221A><U+00B4>n Huisken <xadmin&huisken-systems.nl> 15 June 2009]",,1.00194706444187e-07
"10054",9106,"tcp","astergate","Astergate Control Service",2010-01-04,,,,9.46822555628734e-07
"10055",9106,"udp","astergate-disc","Astergate Discovery Service",2010-01-04,,,,2.11274952500246e-07
"10056",9107,"tcp","astergatefax","AstergateFax Control Service",2010-02-03,,,,8.9832126904984e-07
"10057",9119,"tcp","mxit","MXit Instant Messaging",,,,,5.77259820159079e-07
"10058",9119,"udp","mxit","MXit Instant Messaging",,,,,1.09049327589057e-07
"10059",9122,"tcp","grcmp","Global Relay compliant mobile instant messaging protocol",2012-11-28,,,,1.08979278133932e-06
"10060",9123,"tcp","grcp","Global Relay compliant instant messaging protocol",2012-11-28,,,,9.89837521729586e-07
"10061",9131,"tcp","dddp","Dynamic Device Discovery",,,,,8.33286035293089e-07
"10062",9131,"udp","dddp","Dynamic Device Discovery",,,,,1.09744582961714e-07
"10063",9160,"tcp","apani1","apani1",,,,,1.71219221824589e-06
"10064",9160,"udp","apani1","apani1",,,,,2.60250139155947e-07
"10065",9161,"tcp","apani2","apani2",,,,,5.02407593638368e-07
"10066",9161,"udp","apani2","apani2",,,,,1.78944390670324e-07
"10067",9162,"tcp","apani3","apani3",,,,,1.15559989345575e-06
"10068",9162,"udp","apani3","apani3",,,,,1.08610890202401e-06
"10069",9163,"tcp","apani4","apani4",,,,,1.51553711176685e-06
"10070",9163,"udp","apani4","apani4",,,,,1.65733343402236e-06
"10071",9164,"tcp","apani5","apani5",,,,,3.82367189733517e-06
"10072",9164,"udp","apani5","apani5",,,,,6.18303136000842e-07
"10073",9191,"tcp","sun-as-jpda","Sun AppSvr JPDA",,,,,5.99256429649117e-07
"10074",9191,"udp","sun-as-jpda","Sun AppSvr JPDA",,,,,6.33506700194035e-06
"10075",9200,"tcp","wap-wsp","WAP connectionless session service",,,,,2.37865758410804e-05
"10076",9200,"udp","wap-wsp","WAP connectionless session service",,,,,1.3179808665686e-11
"10077",9201,"tcp","wap-wsp-wtp","WAP session service",,,,,2.90410035615931e-06
"10078",9201,"udp","wap-wsp-wtp","WAP session service",,,,,1.28523600031845e-10
"10079",9202,"tcp","wap-wsp-s","WAP secure connectionless session service",,,,,9.32822406201317e-07
"10080",9202,"udp","wap-wsp-s","WAP secure connectionless session service",,,,,1.48538899527298e-09
"10081",9203,"tcp","wap-wsp-wtp-s","WAP secure session service",,,,,6.27456472188078e-07
"10082",9203,"udp","wap-wsp-wtp-s","WAP secure session service",,,,,5.40290293127499e-12
"10083",9204,"tcp","wap-vcard","WAP vCard",,,,,1.11755952743563e-06
"10084",9204,"udp","wap-vcard","WAP vCard",,,,,2.00214800889099e-07
"10085",9205,"tcp","wap-vcal","WAP vCal",,,,,1.47775379294678e-06
"10086",9205,"udp","wap-vcal","WAP vCal",,,,,7.01732307200626e-08
"10087",9206,"tcp","wap-vcard-s","WAP vCard Secure",,,,,1.22282469455648e-06
"10088",9206,"udp","wap-vcard-s","WAP vCard Secure",,,,,3.61562346023088e-07
"10089",9207,"tcp","wap-vcal-s","WAP vCal Secure",,,,,5.33395738745281e-06
"10090",9207,"udp","wap-vcal-s","WAP vCal Secure",,,,,4.1063126485844e-08
"10091",9208,"tcp","rjcdb-vcards","rjcdb vCard",,,,,1.1842784203528e-06
"10092",9208,"udp","rjcdb-vcards","rjcdb vCard",,,,,8.00227391362096e-07
"10093",9209,"tcp","almobile-system","ALMobile System Service",,,,,6.65329266355168e-07
"10094",9209,"udp","almobile-system","ALMobile System Service",,,,,2.7720723186792e-07
"10095",9210,"tcp","oma-mlp","OMA Mobile Location Protocol",,,,,1.19802815341556e-06
"10096",9210,"udp","oma-mlp","OMA Mobile Location Protocol",,,,,8.35396032612077e-08
"10097",9211,"tcp","oma-mlp-s","OMA Mobile Location Protocol Secure",,,,,4.48376026598484e-07
"10098",9211,"udp","oma-mlp-s","OMA Mobile Location Protocol Secure",,,,,5.2966540265098e-08
"10099",9212,"tcp","serverviewdbms","Server View dbms access",2009-05-15,,,,1.33032658162872e-06
"10100",9212,"udp","serverviewdbms","Server View dbms access",2009-05-15,,,,4.7048486911759e-07
"10101",9213,"tcp","serverstart","ServerStart RemoteControl",2009-05-15,,,,1.55098662210709e-06
"10102",9213,"udp","serverstart","ServerStart RemoteControl",2009-05-15,,,,2.18442639998072e-08
"10103",9214,"tcp","ipdcesgbs","IPDC ESG BootstrapService",,,,,4.65169968014366e-07
"10104",9214,"udp","ipdcesgbs","IPDC ESG BootstrapService",,,,,0
"10105",9215,"tcp","insis","Integrated Setup and Install Service",,,,,7.46622268901604e-06
"10106",9215,"udp","insis","Integrated Setup and Install Service",,,,,6.68052575018958e-09
"10107",9216,"tcp","acme","Aionex Communication Management Engine",,,,,1.0674986847394e-06
"10108",9216,"udp","acme","Aionex Communication Management Engine",,,,,1.83310263687456e-07
"10109",9217,"tcp","fsc-port","FSC Communication Port",,,,,9.75873719103703e-07
"10110",9217,"udp","fsc-port","FSC Communication Port",,,,,5.94102387701341e-08
"10111",9222,"tcp","teamcoherence","QSC Team Coherence",,,,,6.59135329317453e-07
"10112",9222,"udp","teamcoherence","QSC Team Coherence",,,,,6.65686594708121e-07
"10113",9255,"tcp","mon","Manager On Network",,,,,8.39334830711148e-07
"10114",9255,"udp","mon","Manager On Network",,,,,1.07876324617808e-08
"10115",9277,"udp","traingpsdata","GPS Data transmitted from train to ground network",2012-12-14,,,,6.16486778269942e-08
"10116",9278,"tcp","pegasus","Pegasus GPS Platform",2009-05-12,,,,6.69154603492676e-07
"10117",9278,"udp","pegasus","Pegasus GPS Platform",2009-05-12,,,,1.58291957939857e-07
"10118",9279,"tcp","pegasus-ctl","Pegaus GPS System Control Interface",2009-05-12,,,,1.63551659384803e-06
"10119",9279,"udp","pegasus-ctl","Pegaus GPS System Control Interface",2009-05-12,,,,1.04042719401571e-08
"10120",9280,"tcp","pgps","Predicted GPS",2008-02-14,,,,7.13212419907643e-06
"10121",9280,"udp","pgps","Predicted GPS",2008-02-14,,,,1.7377127483796e-07
"10122",9281,"tcp","swtp-port1","SofaWare transport port 1",,,,,2.9945641069756e-06
"10123",9281,"udp","swtp-port1","SofaWare transport port 1",,,,,8.71602849846543e-08
"10124",9282,"tcp","swtp-port2","SofaWare transport port 2",,,,,1.38845199370937e-05
"10125",9282,"udp","swtp-port2","SofaWare transport port 2",,,,,1.10649323616204e-07
"10126",9283,"tcp","callwaveiam","CallWaveIAM",,,,,1.01512122461814e-06
"10127",9283,"udp","callwaveiam","CallWaveIAM",,,,,1.32317911408577e-08
"10128",9284,"tcp","visd","VERITAS Information Serve",,,,,5.52971888653189e-07
"10129",9284,"udp","visd","VERITAS Information Serve",,,,,8.50248285321498e-08
"10130",9285,"tcp","n2h2server","N2H2 Filter Service Port",,,,,5.16487640539436e-07
"10131",9285,"udp","n2h2server","N2H2 Filter Service Port",,,,,3.77679287329272e-09
"10132",9286,"udp","n2receive","n2 monitoring receiver",2011-01-10,,,,2.18335564285435e-06
"10133",9287,"tcp","cumulus","Cumulus",,,,,3.18601400765335e-06
"10134",9287,"udp","cumulus","Cumulus",,,,,4.35053204729458e-08
"10135",9292,"tcp","armtechdaemon","ArmTech Daemon",,,,,1.1476771093422e-06
"10136",9292,"udp","armtechdaemon","ArmTech Daemon",,,,,2.88532207584867e-07
"10137",9293,"tcp","storview","StorView Client",,,,,5.98924887878334e-07
"10138",9293,"udp","storview","StorView Client",,,,,4.68317895731323e-08
"10139",9294,"tcp","armcenterhttp","ARMCenter http Service",,,,,8.5160654237355e-07
"10140",9294,"udp","armcenterhttp","ARMCenter http Service",,,,,9.87222271124348e-07
"10141",9295,"tcp","armcenterhttps","ARMCenter https Service",,,,,1.45598803476381e-06
"10142",9295,"udp","armcenterhttps","ARMCenter https Service",,,,,1.61184885010892e-07
"10143",9300,"tcp","vrace","Virtual Racing Service",,,,,6.92795496441465e-07
"10144",9300,"udp","vrace","Virtual Racing Service",,,,,3.67780186813165e-07
"10145",9306,"tcp","sphinxql","Sphinx search server (MySQL listener)",2009-10-20,,,,9.45212654279553e-07
"10146",9312,"tcp","sphinxapi","Sphinx search server",2009-10-20,,,,1.46141091206349e-06
"10147",9318,"tcp","secure-ts","PKIX TimeStamp over TLS",,,,,1.40711132829335e-06
"10148",9318,"udp","secure-ts","PKIX TimeStamp over TLS",,,,,2.05189155383319e-08
"10149",9321,"tcp","guibase","guibase",,,,,8.6512313198862e-07
"10150",9321,"udp","guibase","guibase",,,,,2.41025137007486e-08
"10151",9343,"tcp","mpidcmgr","MpIdcMgr",,,,,1.70780890858748e-06
"10152",9343,"udp","mpidcmgr","MpIdcMgr",,,,,2.27151955798957e-08
"10153",9344,"tcp","mphlpdmc","Mphlpdmc",,,,,9.06307087030926e-07
"10154",9344,"udp","mphlpdmc","Mphlpdmc",,,,,2.67002458025391e-07
"10155",9345,"tcp","rancher","Rancher Agent",2015-04-14,,,,7.90726959592607e-07
"10156",9346,"tcp","ctechlicensing","C Tech Licensing",,,,,7.95416188163962e-07
"10157",9346,"udp","ctechlicensing","C Tech Licensing",,,,,3.79294427857036e-07
"10158",9374,"tcp","fjdmimgr","fjdmimgr",,,,,1.04098745867729e-06
"10159",9374,"udp","fjdmimgr","fjdmimgr",,,,,2.24612755145589e-07
"10160",9380,"tcp","boxp","Brivs! Open Extensible Protocol",2007-08-08,,,,1.64245858735524e-06
"10161",9380,"udp","boxp","Brivs! Open Extensible Protocol",2007-08-08,,,,1.08543910578486e-07
"10162",9387,"tcp","d2dconfig","D2D Configuration Service",2008-12-24,,,,7.8372733512081e-07
"10163",9388,"tcp","d2ddatatrans","D2D Data Transfer Service",2008-12-24,,,,3.32751963735873e-06
"10164",9389,"tcp","adws","Active Directory Web Services",2008-12-24,,,,1.28863057874044e-06
"10165",9390,"tcp","otp","OpenVAS Transfer Protocol",2008-12-24,,,,1.59728884533079e-06
"10166",9396,"tcp","fjinvmgr","fjinvmgr",,,,,1.597246440729e-06
"10167",9396,"udp","fjinvmgr","fjinvmgr",,,,,8.89771584471927e-07
"10168",9397,"tcp","mpidcagt","MpIdcAgt",,,,,6.94568712811075e-07
"10169",9397,"udp","mpidcagt","MpIdcAgt",,,,,7.13726751708053e-08
"10170",9400,"tcp","sec-t4net-srv","Samsung Twain for Network Server",,,,,1.3540315726532e-06
"10171",9400,"udp","sec-t4net-srv","Samsung Twain for Network Server",,,,,9.99057329995308e-08
"10172",9401,"tcp","sec-t4net-clt","Samsung Twain for Network Client",,,,,1.54248777393403e-06
"10173",9401,"udp","sec-t4net-clt","Samsung Twain for Network Client",,,,,4.274023667301e-09
"10174",9402,"tcp","sec-pc2fax-srv","Samsung PC2FAX for Network Server",2008-07-31,,,,3.11775897119822e-06
"10175",9402,"udp","sec-pc2fax-srv","Samsung PC2FAX for Network Server",2008-07-31,,,,1.86997826800219e-07
"10176",9418,"tcp","git","git pack transfer service",,,,,1.08391851605838e-06
"10177",9418,"udp","git","git pack transfer service",,,,,1.80444678579741e-07
"10178",9443,"tcp","tungsten-https","WSO2 Tungsten HTTPS",,,,,1.57225277549325e-06
"10179",9443,"udp","tungsten-https","WSO2 Tungsten HTTPS",,,,,2.22554576577429e-08
"10180",9444,"tcp","wso2esb-console","WSO2 ESB Administration Console HTTPS",2008-08-20,,,,9.29747908846926e-07
"10181",9444,"udp","wso2esb-console","WSO2 ESB Administration Console HTTPS",2008-08-20,,,,1.48615358789944e-07
"10182",9445,"tcp","mindarray-ca","MindArray Systems Console Agent",2011-10-25,,,,8.28678341438699e-07
"10183",9450,"tcp","sntlkeyssrvr","Sentinel Keys Server",2008-08-21,,,,5.4548837692038e-07
"10184",9450,"udp","sntlkeyssrvr","Sentinel Keys Server",2008-08-21,,,,3.47823500628347e-07
"10185",9500,"tcp","ismserver","ismserver",,,,,2.76846719076722e-06
"10186",9500,"udp","ismserver","ismserver",,,,,9.54872880996335e-07
"10187",9522,"udp","sma-spw","SMA Speedwire",2011-03-08,,,,1.323531121398e-07
"10188",9535,"tcp","mngsuite","Management Suite Remote Control",2010-02-01,,,,8.76501236251057e-07
"10189",9535,"udp","mngsuite","Management Suite Remote Control",2010-02-01,,,,5.00971894977629e-08
"10190",9536,"tcp","laes-bf","Surveillance buffering function",,,,,1.74103545182017e-06
"10191",9536,"udp","laes-bf","Surveillance buffering function",,,,,1.06593470806513e-06
"10192",9555,"tcp","trispen-sra","Trispen Secure Remote Access",,,,,2.47279660233982e-06
"10193",9555,"udp","trispen-sra","Trispen Secure Remote Access",,,,,5.367702200056e-09
"10194",9592,"tcp","ldgateway","LANDesk Gateway",,,,,5.4291291132764e-07
"10195",9592,"udp","ldgateway","LANDesk Gateway",,,,,1.9629892419641e-08
"10196",9593,"tcp","cba8","LANDesk Management Agent (cba8)",2010-02-01,,,,1.0611039398094e-06
"10197",9593,"udp","cba8","LANDesk Management Agent (cba8)",2010-02-01,,,,1.40805380740618e-08
"10198",9594,"tcp","msgsys","Message System",,,,,9.05715551022115e-07
"10199",9594,"udp","msgsys","Message System",,,,,3.67656574943069e-07
"10200",9595,"tcp","pds","Ping Discovery Service",,,,,1.46311994849525e-06
"10201",9595,"udp","pds","Ping Discovery Service",,,,,4.59861534022228e-08
"10202",9596,"tcp","mercury-disc","Mercury Discovery",,,,,7.45239183054713e-07
"10203",9596,"udp","mercury-disc","Mercury Discovery",,,,,2.22630470991187e-06
"10204",9597,"tcp","pd-admin","PD Administration",,,,,1.3734946299793e-06
"10205",9597,"udp","pd-admin","PD Administration",,,,,4.66177200100214e-08
"10206",9598,"tcp","vscp","Very Simple Ctrl Protocol",,,,,1.45359413945443e-06
"10207",9598,"udp","vscp","Very Simple Ctrl Protocol",,,,,1.01531736636698e-06
"10208",9599,"tcp","robix","Robix",,,,,7.41993348187667e-07
"10209",9599,"udp","robix","Robix",,,,,1.30139559181292e-08
"10210",9600,"tcp","micromuse-ncpw","MICROMUSE-NCPW",,,,,1.20890255977291e-06
"10211",9600,"udp","micromuse-ncpw","MICROMUSE-NCPW",,,,,2.88878730131959e-07
"10212",9612,"tcp","streamcomm-ds","StreamComm User Directory",,,,,1.38908375678636e-05
"10213",9612,"udp","streamcomm-ds","StreamComm User Directory",,,,,1.57757037804794e-06
"10214",9614,"tcp","iadt-tls","iADT Protocol over TLS",2009-02-05,,,,1.13010105679593e-06
"10215",9616,"tcp","erunbook-agent","eRunbook Agent
IANA assigned this well-formed service name as a replacement for ""erunbook_agent"".",2009-03-10,,,,8.5814732940702e-07
"10216",9617,"tcp","erunbook-server","eRunbook Server
IANA assigned this well-formed service name as a replacement for ""erunbook_server"".",2009-03-10,,,,5.0037045364678e-07
"10217",9618,"tcp","condor","Condor Collector Service",2008-04-03,,,,1.15421814196216e-06
"10218",9618,"udp","condor","Condor Collector Service",2008-04-03,,,,1.07265796586577e-07
"10219",9628,"tcp","odbcpathway","ODBC Pathway Service",,,,,1.02455878624443e-06
"10220",9628,"udp","odbcpathway","ODBC Pathway Service",,,,,2.19405993963153e-07
"10221",9629,"tcp","uniport","UniPort SSO Controller",2007-09-05,,,,9.78556997168573e-07
"10222",9629,"udp","uniport","UniPort SSO Controller",2007-09-05,,,,9.46752317890658e-09
"10223",9630,"tcp","peoctlr","Peovica Controller",2009-09-14,,,,9.87357016248971e-07
"10224",9631,"tcp","peocoll","Peovica Collector",2009-09-14,,,,1.12670877051458e-06
"10225",9632,"udp","mc-comm","Mobile-C Communications",2009-09-14,,,,4.74904525577542e-08
"10226",9640,"tcp","pqsflows","ProQueSys Flows Service",2010-04-27,,,,1.24479265228855e-06
"10227",9666,"tcp","zoomcp","Zoom Control Panel Game Server Management",2014-02-26,,,,6.91714506544381e-07
"10228",9667,"tcp","xmms2","Cross-platform Music Multiplexing System",2009-04-14,,,,1.36094073943197e-06
"10229",9667,"udp","xmms2","Cross-platform Music Multiplexing System",,,,,2.02736564901187e-08
"10230",9668,"tcp","tec5-sdctp","tec5 Spectral Device Control Protocol",2009-05-11,,,,8.13469578997986e-07
"10231",9668,"udp","tec5-sdctp","tec5 Spectral Device Control Protocol",2009-05-11,,,,7.644905448205e-07
"10232",9694,"tcp","client-wakeup","T-Mobile Client Wakeup Message",2009-09-11,,,,1.3262224219551e-06
"10233",9694,"udp","client-wakeup","T-Mobile Client Wakeup Message",2009-09-11,,,,4.22115708074012e-08
"10234",9695,"tcp","ccnx","Content Centric Networking",2009-09-29,,,,9.00093093762636e-07
"10235",9695,"udp","ccnx","Content Centric Networking",2009-09-29,,,,4.50495683653032e-09
"10236",9700,"tcp","board-roar","Board M.I.T. Service",,,,,1.8600136777536e-06
"10237",9700,"udp","board-roar","Board M.I.T. Service",,,,,4.08055881127858e-07
"10238",9747,"tcp","l5nas-parchan","L5NAS Parallel Channel",,,,,3.33164426257377e-06
"10239",9747,"udp","l5nas-parchan","L5NAS Parallel Channel",,,,,1.104197821038e-08
"10240",9750,"tcp","board-voip","Board M.I.T. Synchronous Collaboration",,,,,2.28695139483161e-07
"10241",9750,"udp","board-voip","Board M.I.T. Synchronous Collaboration",,,,,2.14958586229058e-08
"10242",9753,"tcp","rasadv","rasadv",,,,,6.49414279011607e-07
"10243",9753,"udp","rasadv","rasadv",,,,,5.27609843672159e-09
"10244",9762,"tcp","tungsten-http","WSO2 Tungsten HTTP",,,,,7.56606727097785e-07
"10245",9762,"udp","tungsten-http","WSO2 Tungsten HTTP",,,,,3.36831540201165e-07
"10246",9800,"tcp","davsrc","WebDav Source Port",,,,,2.08862572713865e-06
"10247",9800,"udp","davsrc","WebDav Source Port",,,,,3.88195546711978e-07
"10248",9801,"tcp","sstp-2","Sakura Script Transfer Protocol-2",,,,,9.82016901598734e-07
"10249",9801,"udp","sstp-2","Sakura Script Transfer Protocol-2",,,,,2.96409803782999e-08
"10250",9802,"tcp","davsrcs","WebDAV Source TLS/SSL",,,,,6.43692768531721e-07
"10251",9802,"udp","davsrcs","WebDAV Source TLS/SSL",,,,,6.2618678999923e-07
"10252",9875,"tcp","sapv1","Session Announcement v1",,,"[RFC2974]",,8.28040111250617e-06
"10253",9875,"udp","sapv1","Session Announcement v1",,,"[RFC2974]",,3.31132459954656e-10
"10254",9876,"tcp","sd","Session Director",,,,,1.12058343397166e-06
"10255",9878,"udp","kca-service","The KX509 Kerberized Certificate Issuance Protocol in Use in 2012",2012-07-12,,"[RFC6717]","Historically, this service has been referred to as ""kca_service"", but this service name does not meet the registry requirements.",3.74082100047337e-07
"10256",9888,"tcp","cyborg-systems","CYBORG Systems",,,,,8.75143224785497e-07
"10257",9888,"udp","cyborg-systems","CYBORG Systems",,,,,2.00111327111747e-07
"10258",9889,"tcp","gt-proxy","Port for Cable network related data proxy or repeater",2010-07-07,,,,1.00244421337373e-06
"10259",9889,"udp","gt-proxy","Port for Cable network related data proxy or repeater",2010-07-07,,,,2.54523389497463e-08
"10260",9898,"tcp","monkeycom","MonkeyCom",,,,,5.9602352900424e-07
"10261",9898,"udp","monkeycom","MonkeyCom",,,,,7.40322705111585e-07
"10262",9899,"udp","sctp-tunneling","SCTP TUNNELING",,2013-04-10,"[RFC6951]",,8.42885602145178e-09
"10263",9900,"tcp","iua","IUA",,,,,5.18321606822158e-06
"10264",9900,"udp","iua","IUA",,,,,1.93191272664937e-07
"10265",9901,"udp","enrp","enrp server channel",,,,,0
"10266",9903,"udp","multicast-ping","Multicast Ping Protocol",,2011-12-09,"[RFC6450]",,7.6585330429169e-09
"10267",9909,"tcp","domaintime","domaintime",,,,,7.99046660602415e-06
"10268",9909,"udp","domaintime","domaintime",,,,,3.83048143785839e-06
"10269",9911,"tcp","sype-transport","SYPECom Transport Protocol",,,,,7.97068985287937e-07
"10270",9911,"udp","sype-transport","SYPECom Transport Protocol",,,,,2.1403190651418e-08
"10271",9925,"tcp","xybrid-cloud","XYBRID Cloud",2013-04-25,,,,1.21650452605937e-06
"10272",9950,"tcp","apc-9950","APC 9950",,,,,8.08163027835654e-07
"10273",9950,"udp","apc-9950","APC 9950",,,,,5.69097589211072e-08
"10274",9951,"tcp","apc-9951","APC 9951",,,,,9.19129894792321e-07
"10275",9951,"udp","apc-9951","APC 9951",,,,,7.02934043792e-09
"10276",9952,"tcp","apc-9952","APC 9952",,,,,1.08787868018267e-06
"10277",9952,"udp","apc-9952","APC 9952",,,,,9.02644164430026e-08
"10278",9953,"tcp","acis","9953",,,,,4.29465620752524e-07
"10279",9953,"udp","acis","9953",,,,,2.28973388984123e-08
"10280",9954,"tcp","hinp","HaloteC Instrument Network Protocol",2012-02-07,,,,6.47391710485502e-07
"10281",9955,"tcp","alljoyn-stm","Contact Port for AllJoyn standard messaging",2012-03-14,,,,8.63539262808101e-07
"10282",9955,"udp","alljoyn-mcm","Contact Port for AllJoyn multiplexed constrained messaging",2012-03-14,,,,7.33427700487436e-09
"10283",9956,"udp","alljoyn","Alljoyn Name Service",2011-12-21,,,,0
"10284",9966,"tcp","odnsp","OKI Data Network Setting Protocol",,,,,8.7070171112733e-07
